car_number,color,time,text,handle,user_id,tweet_id
1001,RED,2013-05-28T12:39:54+00:00,"Was just on metro hot car #1001 (red line), and let me tell you-nobody was looking to make a love connection. @fixwmata @wmata",CarChickMWB,18249348,339360382302949376
1188,RED,2013-05-28T12:50:53+00:00,"@FixWMATA @unsuckdcmetro @wmata RL #HotCar 1188, no air flow. =(",DiavoJinx,403520304,339363145795653632
1068,GREEN,2013-05-28T21:06:20+00:00,"oh good, another hot car on the metro. green line to greenbelt, no. 1068   #wmata #hotcar @unsuckdcmetro @FixWMATA @wmata",lexilooo,16174883,339487827479908353
2066,ORANGE,2013-05-28T21:15:23+00:00,"#HotCar 2066 on OL to New Carrollton.  Air is flowing but it's muggy, warm air. More comfortable outside. @FixWMATA @wmata @unsuckdcmetro",TheHornGuy,40506740,339490107864276992
1043,BLUE,2013-05-28T22:08:07+00:00,Car 1043 on the blue line heading to Largo is a sauna...I mean #hotcar #wmata,jessydumpling,263763147,339503377618718720
1168,ORANGE,2013-05-28T22:16:02+00:00,"@wmata Train 1168 on orange is a hot car, reported to operator but seemed mostly unconcerned. Anything else I can do?",AnOwlbear,89996958,339505371032977408
1116,RED,2013-05-28T22:56:31+00:00,@FixWMATA hot car 1116 redline to shady grove 6:55pm @wmata (not hot in a good way),jndcx,140293264,339515558762532864
1055,YELLOW,2013-05-29T12:04:43+00:00,Car 1055 yl to Mt Vernon is a #hotcar @wmata cc: @FixWMATA,fraggedears,41731513,339713916697468928
1295,RED,2013-05-29T12:57:44+00:00,"It begins. @wmata: 1295, currently on the red line glenmont-bound from Dupont, is a #hotcar.",museums365,104712772,339727258212245506
1005,NONE,2013-05-29T13:29:38+00:00,@wmata car 1005 is a hotcar,christineruffo,63503472,339735282884685825
1067,NONE,2013-05-29T14:07:25+00:00,Get it together WMATA! #hotcar 1067,Stalkeratzi,173337437,339744794857332736
1152,RED,2013-05-29T19:48:07+00:00,#hotcar #wmata 1152 red line glenmont,iamdaninphilly,44376442,339830531640418305
1081,RED,2013-05-29T20:13:25+00:00,@wmata car 1081 red line-glenmont bound #hotcar,jennygolightly,41221990,339836901131440128
1043,YELLOW,2013-05-29T21:31:03+00:00,@wmata #hotcar 1043 yellow line to Franconia,josephwrichards,74830296,339856437306073088
5082,ORANGE,2013-05-29T21:50:17+00:00,@wmata @unsuckdcmetro 5082 HOT HOT HOT CAR NC-bound orange,Rukasu1,29864400,339861279118356480
1207,RED,2013-05-29T22:02:53+00:00,Hot car #1207 red line to shady grove #unsuckdcmetro #wmata #dcrider,apporima,28016897,339864447134859264
1152,RED,2013-05-29T22:29:06+00:00,"""@iamdanindc: #hotcar #wmata 1152 red line glenmont"" sitting in same car. Still not fixed.",bensun,17835417,339871044452114432
1207,NONE,2013-05-29T23:26:48+00:00,"@unsuckdcmetro @wmata Metro car no. 1207 is hot, hot, hot. #maintenance",mrkisiele614,577783439,339885566936100864
1124,RED,2013-05-30T12:37:17+00:00,@FixWMATA #hotcar 1124 leaving Silver Spring @wmata,europamo,14469227,340084498987356160
6169,RED,2013-05-30T19:31:48+00:00,Red Line #6169 #hotcar #wmata,theprez98,15652014,340188812917477376
3355,ORANGE,2013-05-30T20:19:40+00:00,@wmata today officially opens #hotcar season. Car 3355? on Orange line to Vienna. First car. Just left foggy bottom.,cubman10,18974656,340200862590857217
6063,NONE,2013-05-30T20:27:21+00:00,Run to catch the train and BOOM #hotcar. Thanks @wmata. (Car 6063),MercuryZero,17970985,340202792662736896
3089,YELLOW,2013-05-30T20:32:04+00:00,@wmata HotCar 3089. Yellow Line to Greenbelt,GrahamCC,15693692,340203982230282240
1033,ORANGE,2013-05-30T20:38:21+00:00,"@unsuckdcmetro @roadtohell Absurd! Sunshine is good disinfectant. BTW, orange line car 1033 is a #hotcar @MetroForward @wmata",jondagle,18710144,340205562614669313
6089,YELLOW,2013-05-30T21:26:21+00:00,@wmata yellow line Huntington 6089 #hotcar,glenbaity,15005269,340217643581722624
4070,RED,2013-05-30T22:17:10+00:00,@FixWMATA @wmata hot car red line car #4070,bravowhiskey,30134751,340230430353666048
6004,RED,2013-05-30T22:30:30+00:00,"@wmata Hot car, hot car! Red line train 6004",talkgirl12,18001419,340233784169484289
4090,RED,2013-05-31T21:05:34+00:00,@wmata #hotcar 4090 Glenmont bound train.,ddubov,16948613,340574799153750017
4090,NONE,2013-05-31T21:33:50+00:00,#WMATA #hotcar 4090 #tellmetro,kurtraschke,25208645,340581912617824258
4060,YELLOW,2013-05-31T21:44:11+00:00,YL car #4060 is a #hotcar!  #wmata,jeditrainee,22651397,340584516877942784
1043,NONE,2013-05-31T21:46:40+00:00,Car 1043 is a #hotcar #unsuckdcmetro #wmata,terpsie,2330111,340585143901253633
6004,RED,2013-05-31T22:11:07+00:00,Another @wmata #hotcar (redline 6004) - apparently it's a weekly tradition.  #welcometotheweekend,KubertSmith,16032284,340591295074541568
5159,ORANGE,2013-05-31T22:47:25+00:00,@wmata hot car 5159 OR,TestyKats,972729500,340600432072224768
3094,BLUE,2013-06-01T16:00:22+00:00,@wmata on blue line towards largo #hotcar 3094. Awful.,DCGerst,83896283,340860382853865472
1152,NONE,2013-06-01T18:07:45+00:00,@wmata 1152 #hotcar,theplatformedge,223971740,340892437151117313
1059,RED,2013-06-02T11:59:47+00:00,#hotcar 1059 towards shady grove.. avoid!! @wmata @FixWMATA,molokomeka,18970492,341162224179609600
1003,ORANGE,2013-06-03T16:16:20+00:00,@wmata Car #1003 on the Orange Line this morning had no circulating air at all. It was very hot this morning. Needs to be fixed!,TweetinIs4Birds,63805382,341589173389627392
2053,RED,2013-06-03T20:00:44+00:00,.@wmata Hot car #2053 Red Line first car. #wmata,KayDubzHU,27408423,341645648195624960
4043,YELLOW,2013-06-03T20:47:45+00:00,@wmata #hotcar YL 4043,LowHeadways,574513900,341657478792110080
4060,GREEN,2013-06-03T21:04:27+00:00,"Green line, car 4060. Very Hot car. #wmata #hotcar @FixWMATA",LeaderoftheNew,271121007,341661683233746944
1270,RED,2013-06-03T23:08:22+00:00,Hot Car 1270 on the Red Line heading to Shady Grove #wmata,bensun,17835417,341692867653300225
1153,NONE,2013-06-04T11:34:54+00:00,#WMATA #hotcar 1153,kurtraschke,25208645,341880739312324608
2055,YELLOW,2013-06-04T12:55:13+00:00,#wmata #hotcar 2055 YL,LowHeadways,574513900,341900950006550529
2046,NONE,2013-06-04T19:58:00+00:00,#wmata #hotcar car 2046 is quite warm,Enoti905,260882635,342007346442145792
3066,ORANGE,2013-06-04T20:03:05+00:00,#hotcar 3066 OR #wmata,KayDubzHU,27408423,342008627927859200
1043,RED,2013-06-04T21:10:29+00:00,"@MetroHotCars #wmata #hotcar red line, car 1043 looks very inviting with all it's available seats #turkishsauna",runningbloke,922200542,342025590372716544
1132,ORANGE,2013-06-04T21:29:43+00:00,@wmata Also: feels like heat is on on car 1132 on OL to Vienna (at Smithsonian now). #hotcar,MelanieHMITH,15926028,342030430855372801
1255,GREEN,2013-06-05T11:49:14+00:00,#hotcar 1255 green line no A/C @wmata,coldandhot,31463211,342246731704053760
1080,RED,2013-06-05T12:37:14+00:00,@MetroHotCars Red Line car 1080 is a hot car #wmata I can hear the air but it's only warm air!,JimLCunningham,26620002,342258811257647104
5142,ORANGE,2013-06-05T12:52:07+00:00,"@wmata 

#hotcar #5142 Orange Line. Just left McPherson Square. @unsuckdcmetro",SylvieNFawley,35562801,342262559082180609
1075,RED,2013-06-05T12:52:33+00:00,@wmata #hotcar 1075 red line,laxbugg,20737602,342262669383987200
1137,BLUE,2013-06-05T14:12:16+00:00,"Hot car alert! Train car 1137, blue line to largo @wmata #hotcar",laradell,52783068,342282727745265664
1126,NONE,2013-06-05T20:01:24+00:00,#wmata #hotcar 1126,KayDubzHU,27408423,342370591216652288
1043,RED,2013-06-05T21:24:28+00:00,"Even though AC is ""technically running"" on @wmata car 1043 to Glenmont, you wouldn't know. Damn that's one of #MetroHotCars",joecody5,89748062,342391496122724352
1294,NONE,2013-06-05T21:48:37+00:00,@wmata #hotcar 1294 no functional a/c or ventilation fans,georgekroner,9128102,342397573979570176
1043,RED,2013-06-05T22:28:53+00:00,#1043 redline to shady groove/grosvenor is a dangerously hot car #wmata @unsuckdcmetro @wmata,maevepotter,32305131,342407708030427138
3208,YELLOW,2013-06-05T22:33:26+00:00,Do any 3000 series cars have working AC on #wmata????? Car #3208 is a #hotcar on the yellow line.,heretilclose,18345428,342408850814672896
1112,NONE,2013-06-06T11:37:27+00:00,"@wmata #hotcar 1112, also doors closing chime broken... @FixWMATA ",adamwenner,16213427,342606156566523904
1230,BLUE,2013-06-06T12:41:35+00:00,@wmata @unsuckdcmetro Blue line train car #1230 is a hot car.  Many on the verge of fainting. Come on metro!,Kelleync2dc,484175999,342622294092414981
4015,RED,2013-06-06T13:24:15+00:00,"4015, Red Line. #hotcar. My first of the season. #wmata #tellmetro",Tracktwentynine,102796180,342633031846199300
5107,ORANGE,2013-06-07T12:44:53+00:00,@wmata @FixWMATA OL train to NC car 5107 has no air. At all. Good thing its not humid.... o wait. #fixit #hotcar,nyboy32,360409094,342985511960453121
3114,YELLOW,2013-06-07T14:13:10+00:00,@MetroHotCars Yellow Line car 3114 is a #hotcar #wmata,jeditrainee,22651397,343007732623892480
1124,RED,2013-06-07T21:46:08+00:00,"#wmata Red line, #1124, #hotcar (and rather muggy, too)",IMGoph,14844206,343121721890574336
4009,NONE,2013-06-08T21:26:14+00:00,This girl is on fiiiiiire! #wmata #hotcar #4009 #car4009,AmFo42,22525890,343479103929872385
6056,GREEN,2013-06-09T00:20:19+00:00,#wmata #hotcar 6056 GR,LowHeadways,574513900,343522913464512512
1143,RED,2013-06-09T16:28:49+00:00,@wmata Hot Car Red Line 1143 #hotcar,JGCii,18676858,343766644885168130
1164,GREEN,2013-06-09T16:38:18+00:00,@wmata - car 1164 on green line has no a/c. Silly hot even in a mild day.,mikekruger,16034922,343769032673091584
3028,ORANGE,2013-06-09T21:17:38+00:00,@wmata car 3028 orange line AC is on but also heat?  Sides of the car are HOT. Never felt something like this before.,rmwc1995,279353996,343839328599949313
6081,NONE,2013-06-10T21:58:01+00:00,@wmata 6081 is a hotcar.  #wmata,jlp858,22249328,344211876609155072
1058,RED,2013-06-11T03:24:59+00:00,@wmata @unsuckdcmetro @FixWMATA hot car alert #1058 on the redline towards shady grove this morning.,MsSashaSi,1249854810,344294161131909120
1291,ORANGE,2013-06-11T12:46:49+00:00,@MetroHotCars hot car 1291 on the OL #hotcar #wmata,andrewdudik,110593781,344435553346924545
1058,RED,2013-06-11T13:01:58+00:00,It's going to be one of those days... Hotcar 1058 redline @wmata,Jafnyr1,21810150,344439365210079232
1108,NONE,2013-06-11T19:53:26+00:00,Stinky #moldcar @wmata car 1108. Can't breathe! #hotcar,kellytra,11999842,344542914195619840
4002,RED,2013-06-11T21:38:36+00:00,@wmata @FixWMATA @unsuckdcmetro #hotcar 4002 redline to SS.,DiavoJinx,403520304,344569380723638272
5131,GREEN,2013-06-11T21:45:23+00:00,"love those hot cars, #wmata -green to greenbelt no. 5131 is steamy this afternoon. @FixWMATA @wmata @unsuckdcmetro #hotcars #itsasaunainhere",lexilooo,16174883,344571086157012992
3229,ORANGE,2013-06-11T22:44:53+00:00,@wmata  Orange line to New Carrollton car 3229 no ac and hot air is blasting #hotcar,its_an_asha,403694495,344586059042148352
2017,ORANGE,2013-06-12T11:34:49+00:00,"#WMATA #HotCar RT @RadfordRon: @wmata - car 2017 on the orange line, the AC does not work.....",FixWMATA,158158117,344779818467995650
1053,RED,2013-06-12T12:50:16+00:00,@wmata @FixWMATA @unsuckdcmetro  #Hotcar 1053 RL... Air blowing but same temp as outside! &gt;:-/,DiavoJinx,403520304,344798809185980416
4034,ORANGE,2013-06-12T18:21:05+00:00,@drew04 #wmata #hotcar 4034 OL,DCGuy4Life,714685038,344882060416126977
4035,ORANGE,2013-06-12T18:21:18+00:00,@drew04 #wmata #hotcar 4035 OL,DCGuy4Life,714685038,344882113365024770
1008,YELLOW,2013-06-12T20:41:21+00:00,@FixWMATAYellow @FixWMATAYellow  @MetroHotCars Yellow line 1008 is a #hotcar. People getting off at each stop. #wmata,jondagle,18710144,344917361419231232
4023,GREEN,2013-06-12T21:01:37+00:00,@MetroHotCars 4023 on the Green Line.,PRStoetzer,53752821,344922458815614976
2066,RED,2013-06-12T21:16:02+00:00,"@wmata  #hotcar 2066, red line to shady grove",adamtager,49821073,344926089518411778
3152,ORANGE,2013-06-12T21:27:05+00:00,@wmata #hotcar 3152 orange line!!!,_PlagueDoc,577290022,344928869578584064
5004,NONE,2013-06-12T21:39:34+00:00,Hotcar # 5004 Just blows room temp air. @wmata Seems like the odds are 50/50 now that your Metro car won't have AC.,MrTerrificPants,45842048,344932012320247809
1036,ORANGE,2013-06-12T21:41:43+00:00,#hotcar #wmata #orangeline 1036,TerriThinks,305069653,344932550264893440
5043,RED,2013-06-12T22:22:03+00:00,Red line 5043 #wmata #hotcar,beeland123,1288797775,344942700786757632
5175,RED,2013-06-12T22:27:51+00:00,@MetroHotCars @wmata Red Line to Grovsnor. Car 5175. Very little a/c. Gallery Place at 6:27.,phaniebly,89064804,344944161734131712
5157,ORANGE,2013-06-13T12:09:49+00:00,@FixWMATA #HotCar 5157 OL to New Carr #wmata,jfk117,14764149,345151014422323201
1176,ORANGE,2013-06-13T19:48:06+00:00,Hey @wmata plz fix #hotcar orange line car 1176 and @unsuckdcmetro,endobert,14859379,345266348437434368
1008,GREEN,2013-06-13T22:37:22+00:00,Hot car on green line to Greenbelt #1008 @metrohotcars @wmata @FixWMATA 2 for 2 on green and red lines this rush hour,achick88,144158080,345308945503645696
3097,YELLOW,2013-06-14T12:59:56+00:00,"YL car 3097 blowing *kind of* hot but more bizarrely, completely empty http://t.co/smGdvHs4PO #wmata",LowHeadways,574513900,345526018020347905
5051,NONE,2013-06-14T22:22:13+00:00,#hotcar @FixWMATA RT @susanne_trego: @wmata Car #5051 is awfully warm this evening. Is there a way to report that?,masterLAUCH,72733097,345667519882854400
1124,NONE,2013-06-17T12:09:41+00:00,Car 1124 is hot #hotcar #wmata,terpsie,2330111,346600535287271426
5159,NONE,2013-06-17T12:53:44+00:00,@wmata car number 5159 is a hot car.,RomanPrzygodzki,367767753,346611620983742464
1069,RED,2013-06-17T18:33:27+00:00,Hey @wmata 1069 on the red line toward Silver Spring is a HOT CAR!! #hotcar #wmata #dcmetro #pleasefixit,_therockdiva,519917044,346697112198733824
4008,RED,2013-06-17T20:18:09+00:00,Red line #4008 is a #hotcar. #wmata,jeditrainee,22651397,346723461034541056
1178,YELLOW,2013-06-17T20:55:54+00:00,"Felt not well prior to boarding #wmata train. Now, I feel awful in #hotcar 1178 on Huntington bound train.",AshDee04,55077072,346732958704615425
6058,NONE,2013-06-17T21:51:26+00:00,Hot car. Car #6058 on the #dreadline. @wmata @FixWMATA @unsuckdcmetro,elaitin,15140806,346746935618703360
6004,NONE,2013-06-17T21:56:51+00:00,6004 #wmata #HotCar,AdamHlava,14085587,346748301057613825
1187,RED,2013-06-17T21:57:00+00:00,"#WMATA #HotCar alert, #1187, Red Line to Shady Grove",zaronow,116218365,346748337162174465
1187,RED,2013-06-17T22:09:19+00:00,"And starting the week off w/ a @wmata #hotcar... (redline, car 1187)",KubertSmith,16032284,346751436899622912
1069,RED,2013-06-17T22:22:58+00:00,@randomfully: @MetroHotCars #wmata #Hotcar #1069 #redline silver spring.,randomfully,273383052,346754870352678912
1093,NONE,2013-06-17T22:29:22+00:00,@wmata train #1093 I'm pretty sure has heat on instead of air #hotcar #unsuckdcmetro,Ewriter3,15748639,346756483955949568
6076,BLUE,2013-06-17T22:34:12+00:00,Hot car! My first of the season. Blue 6076. @wmata #hotcar,bpeebles,19910780,346757699012276224
6004,NONE,2013-06-17T22:44:38+00:00,@wmata car 6004 feels like it has the heat on #hotcar,jamie_bear,17370133,346760326013931520
5007,NONE,2013-06-17T22:49:28+00:00,#wmata #hotcar 5007,jesse_westside,792238640,346761542848614400
1202,NONE,2013-06-17T23:25:34+00:00,Well I found the #wmata #hotcar with the AC struggling to cool. Car 1202. Yay.,MJolanBloom,32649852,346770627081940993
4091,RED,2013-06-18T12:26:14+00:00,RedLine train car 4091 shady grove bound is a #wmata #hotcar.,PatLahrDC,40875726,346967085966057472
6058,RED,2013-06-18T13:30:04+00:00,@wmata There's a #hotcar on the red line heading toward Glenmont – no. 6058.,alykat,6627892,346983151333154817
6018,RED,2013-06-19T12:04:51+00:00,@wmata #hotcar 6018 Red Line to Grosvenor.,BlueEyedGrl79,23361364,347324093013577728
5077,YELLOW,2013-06-19T12:43:13+00:00,Nothing like a hot stuffy metro car to get you sweating in morning. Ugh. @unsuckdcmetro @wmata #wmata yellow line car 5077,stephenchapman,2955261,347333747563180033
1015,RED,2013-06-19T13:00:25+00:00,#wmata #hotcar 1015 - red line. Yay for sweaty commuting,RZachSmith,11878332,347338075883573248
5115,NONE,2013-06-19T13:14:32+00:00,#wmata car #5115 is a #hotcar.,BenHarris_1,229160464,347341630459740160
4081,BLUE,2013-06-19T13:15:46+00:00,@wmata #hotcar blue line 4081 @FixWMATA,donna_dawes,47798854,347341940720803841
1290,YELLOW,2013-06-19T20:43:29+00:00,1290   yellow #wmata #hotcar.,keithmcclung92,313565767,347454613265465345
3018,RED,2013-06-19T20:47:19+00:00,RL 3018 #hotcar @MetroHotCars,NewbieinDC,969074312,347455574469906433
1290,YELLOW,2013-06-19T21:48:23+00:00,#hotcar @wmata #1290 Yellow Line Rush Plus to Franconia,tkbva,42919909,347470943448354816
2048,NONE,2013-06-21T00:56:42+00:00,@MetroHotCars Car 2048 is a hot car. @wmata @FixWMATA,VictorZapat1,589525058,347880722872274944
1124,RED,2013-06-21T13:00:56+00:00,Back to back days on the red line! #wmata #hotcar 1124,RZachSmith,11878332,348062984993648642
1007,ORANGE,2013-06-21T21:38:00+00:00,Feels like car 1007 (OL to Vienna) is on the verge of becoming a #hotcar A/C appears to be intermittent. @wmata @metrohotcar,MelanieHMITH,15926028,348193108623765504
5175,GREEN,2013-06-21T22:48:55+00:00,"Thanks, @wmata! #hotcar 5175 kept my @shakeshack warm all the way to navy yard for the @Nationals game. Go @Teddy26Nats!",jo942694,493614817,348210955034968064
6127,GREEN,2013-06-22T14:51:43+00:00,@wmata @fixwmata 6127 on green is a #hotcar (but on plus side: waited &lt;1 min total including transfer to orange!),thisisbossi,229348030,348453248711147520
1103,GREEN,2013-06-23T21:22:50+00:00,Just got on a #hotcar at L'enfant plaza towards branch ave @wmata please do better. Car #1103,MissBeaE,43078558,348914067936772097
1066,NONE,2013-06-24T11:31:12+00:00,"@wmata why is there no AC in car 1066 this morning? It ours to hot and humid in this car, fix it!",notionalagent,15572908,349127565895675906
5168,GREEN,2013-06-24T11:44:23+00:00,@wmata please turn the AC on green line to greenbelt last car number 5168. It smell on this train and its wayyyy to hot.,ClassyZeta96,326478541,349130881232928769
5167,ORANGE,2013-06-24T12:55:28+00:00,"@wmata Who do I contact about hot cars on metro? On an orange line toward Vienna, car 5167.",ndsteckman,26594056,349148770417651712
1126,BLUE,2013-06-24T13:01:09+00:00,The #wmata #hotcar roll I'm on is really impressive...Blue Line car 1126,RZachSmith,11878332,349150201371561985
1126,BLUE,2013-06-24T16:22:10+00:00,@FixWMATA #hotcar blue to largo car 1126 blowing hot air. #reallyhot @MetroHotCars,masterLAUCH,72733097,349200787995496449
5161,ORANGE,2013-06-24T21:00:15+00:00,#wmata #hotcar 5161 #orangeline @unsuckdcmetro @wmata,ironmanjt,20205268,349270770259738624
1114,RED,2013-06-24T21:07:48+00:00,#WMATA #hotcar 1114 Red Line to Silver Spring.,iamgeorge,14304529,349272669222486016
1147,RED,2013-06-25T10:54:26+00:00,@MetroHotCars RD 1147 warm and muggy at 6:55 AM. #HOTCAR #wmata,TheHornGuy,40506740,349480698597486592
1267,RED,2013-06-25T12:56:43+00:00,@MetroHotCars #1267 on the red line is a SAUNA #wmata #hotcar cc: @FixWMATA @unsuckdcmetro,suivie86,203355194,349511471719395328
1007,NONE,2013-06-25T13:10:39+00:00,@wmata Hot Car 1007. Like the surface of the Sun. #hotcar,GrahamCC,15693692,349514979692658688
1152,RED,2013-06-25T13:15:05+00:00,.@MetroHotCars 1152 on the RL headed towards glenmont is a #hotcar #wmata cc:@wmata,eskapepod,17037685,349516096002473984
5079,NONE,2013-06-25T13:38:01+00:00,@wmata #hotcar 5079. I hate you.,jo942694,493614817,349521864906915840
1152,RED,2013-06-25T16:16:02+00:00,Ooof! #hotcar alert: 1152 on RD to Shady Grove. @wmata @FixWMATA,fredosan,661813,349561631904235520
5026,ORANGE,2013-06-25T17:29:26+00:00,@wmata hot car orange Vienna bound 5026 now leaving smithsonian,matthewvb,6745812,349580102838915073
6081,ORANGE,2013-06-25T19:05:23+00:00,@wmata car 6081 orange line hot car extremely hot,kaykow13,256148026,349604250973777921
1263,NONE,2013-06-25T19:35:08+00:00,Hey @wmata jts like 100 degress inside 1263  #hotcar,PhiLisOnline,16499000,349611739278618624
5130,GREEN,2013-06-25T19:38:09+00:00,@wmata #hotcar 5130 on green line,jennygolightly,41221990,349612496396623872
6048,ORANGE,2013-06-25T19:43:33+00:00,#hotcar orange line vienna #wmata car number 6048,iamdaninphilly,44376442,349613855275622402
1043,GREEN,2013-06-25T20:26:20+00:00,#wmata #hotcar 1043 Green Line towards Greenbelt. Whew!,nataliedell,17108886,349624621064130560
5116,YELLOW,2013-06-25T20:59:54+00:00,"Suffering in @wmata #hotcar #5116 on yl to Huntington. It's 93 outside, but we aren't allowed to drink water. This is ridiculous!",alsoannabanana,117418103,349633069847810048
4008,YELLOW,2013-06-25T21:15:15+00:00,@wmata car 4008 (lead car on yellow line) is stiflingly hot. Horrible. #100intheshade #metro #DC,momUNblogger,444239012,349636931589652480
5145,NONE,2013-06-25T21:35:48+00:00,Hot car is 5145 #wmata,hadashinoeden,130953409,349642106278649856
3109,ORANGE,2013-06-25T21:36:07+00:00,@wmata #hotcar 3109 orange line,laxbugg,20737602,349642184498233344
5086,ORANGE,2013-06-25T21:46:15+00:00,Car 5086 is a hot car @wmata. Orange line.,adinalav,25446680,349644733032824833
5133,ORANGE,2013-06-25T21:46:32+00:00,"Orng line 5133 #hotcar slow car, delays, UGH #wmata #redlinemess",stewartrob,20754982,349644805694947329
6081,NONE,2013-06-25T22:01:56+00:00,@wmata @unsuckdcmetro  #hotcar 6081,Rukasu1,29864400,349648679688355840
5188,ORANGE,2013-06-25T22:07:49+00:00,#hotcar orange line 5188. Blech! @fixwmata @unsuckdcmetro @wmata,lkneal99,236382642,349650164044140545
5062,BLUE,2013-06-25T22:20:19+00:00,@MetroHotCars car #5062 on the blue line is an extreme #hotcar,heretilclose,18345428,349653308799062018
1005,RED,2013-06-25T22:23:56+00:00,Hey @wmata #hotcar red line car 1005 it's a #sauna and not moving PS thx for the delay during rush hr @unsuckdcmetro i.e. u suck balls,endobert,14859379,349654216106708993
5012,ORANGE,2013-06-25T23:03:59+00:00,"Car 5012, OL to Vienna at McPherson Sq is a #hotcar like whoa. @wmata @metrohotcar",MelanieHMITH,15926028,349664295413485568
5008,RED,2013-06-25T23:32:53+00:00,Car #5008 is disgustingly hot @wmata on the red line heading to shady grove!,CatMMX,165960877,349671569225818113
5008,RED,2013-06-25T23:39:22+00:00,@wmata 5008 red line #hotcar,amma_damma,111052307,349673199795060736
1176,NONE,2013-06-26T00:03:52+00:00,1176 is a #hotcar. #wmata @FixWMATA,joyfulfortress,34199498,349679368588640257
5109,NONE,2013-06-26T12:18:28+00:00,@wmata hot car -- number is 5109,Janlafwei,609702241,349864236371034113
1276,NONE,2013-06-26T15:10:28+00:00,90 degrees and humid and I find the hotcar. Car 1276 is a #wmata #hotcar @wmata,MJolanBloom,32649852,349907520732672000
6109,ORANGE,2013-06-26T17:24:35+00:00,@MetroHotCars #hotcar OR line 6109... Very very low airflow.,DPMTransitAudit,1518037742,349941271286132737
5174,NONE,2013-06-26T17:46:47+00:00,@DPMTransitAudit 5174 #wmata #hotcar,DCGuy4Life,714685038,349946858296188930
5175,NONE,2013-06-26T17:47:14+00:00,@DPMTransitAudit 5175 #wmata #hotcar @MetroHotCars,DCGuy4Life,714685038,349946970363805696
2039,NONE,2013-06-26T17:47:37+00:00,@DPMTransitAudit 2039 #wmata #hotcar @MetroHotCars,DCGuy4Life,714685038,349947066941845504
5026,ORANGE,2013-06-26T18:53:34+00:00,@FixWMATA @wmata  #hotcar #5026  #Orange line,UnleafTheKraken,249353902,349963667133046786
1053,RED,2013-06-26T18:58:43+00:00,@MetroHotCars 1053 RD line #hotcar,DPMTransitAudit,1518037742,349964961700782081
6060,RED,2013-06-26T19:16:27+00:00,@metrohotcars @fixwmata @wmata #hotcar 6060 #red line,UnleafTheKraken,249353902,349969422481506304
5004,ORANGE,2013-06-26T19:31:17+00:00,#hotcar @wmata #orangeline @unsuckdcmetro 5004,ironmanjt,20205268,349973156863283200
5005,ORANGE,2013-06-26T19:41:57+00:00,@wmata #hotcar #orangeline @unsuckdcmetro 5005,ironmanjt,20205268,349975840873922560
3066,RED,2013-06-26T20:47:29+00:00,@wmata #hotcar 3066 on rl to silver spring,dc2005b,125982389,349992332239712258
5174,ORANGE,2013-06-26T20:49:21+00:00,@wmata hot car orange Vienna bound 5174 leaving l'enfant plaza,matthewvb,6745812,349992804337979394
1149,YELLOW,2013-06-26T20:51:53+00:00,@fixwmata hottest #hotcar I have ever been on. 1149 YL to Huntington. #wmata,Michael1Kelly,40032700,349993440433549314
4048,RED,2013-06-26T21:12:46+00:00,@wmata car 4048- Red Line #hotcar,adamtager,49821073,349998698295590913
2039,ORANGE,2013-06-26T21:20:39+00:00,@wmata #hotcar #orangeline car number #2039,BuiltGeekTough,9248352,350000678665596929
3066,RED,2013-06-26T22:29:31+00:00,"@wmata - Car #3066 on the #redline is a VERY #hotcar.  I'm actually having trouble breathing, its that hot. #WMATA ",MetroTales,570014094,350018011110973440
5097,NONE,2013-06-26T22:30:38+00:00,@MetroHotCars  #wmata car #5097 is a #hotcar,JollySirMichael,240092170,350018293572177922
6110,GREEN,2013-06-26T22:33:42+00:00,"#hotcar 6110, Green Line. #wmata #tellmetro",Tracktwentynine,102796180,350019065101811713
1212,RED,2013-06-26T23:18:19+00:00,@wmata hot car on Red line car number 1212 #wmata,ktscho,62309292,350030290158223360
1219,ORANGE,2013-06-27T11:12:57+00:00,"Orange line 1219 air conditioning is weak, not cooling car.  @wmata #hotcar",BMyersRF,588801834,350210136092057600
1046,RED,2013-06-27T11:16:38+00:00,Blech. Car 1046 on the RL is a hot car @wmata.,adinalav,25446680,350211063884681217
5189,ORANGE,2013-06-27T16:04:07+00:00,Thanks @wmata for the hot car 5189. Orange to Vienna.,jurbanchuk,550136072,350283410759098368
5137,ORANGE,2013-06-27T19:18:59+00:00,@wmata #hotcar 5137 orange line,laxbugg,20737602,350332450041376768
5054,ORANGE,2013-06-27T20:48:05+00:00,@MetroHotCars OL train number 5054 #hotcar,Greg101213,489822056,350354873801388034
1043,NONE,2013-06-27T21:49:15+00:00,@MetroHotCars Car #1043 #hotcars,WMATAOutsider,1447706473,350370264523096064
6095,GREEN,2013-06-27T22:27:33+00:00,"#wmata 6095, Green Line. #hotcar #tellmetro. 2 consecutive pm GR #hotcar commutes in a row.",Tracktwentynine,102796180,350379905923555329
4081,RED,2013-06-28T13:10:18+00:00,@MetroHotCars totally insufficient a/c in Red line 4081 #wmata #hotcar #death,suivie86,203355194,350602053149659137
5075,GREEN,2013-06-28T14:20:08+00:00,"yo #wmata car 5075 on the green line is a hot car and reeks of black and milds, pls avoid",doctor_ass,36781945,350619629296697351
